Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
117478,27,2,Ph.D/Doctorate,Bangalore,Training,Engineer  ,Female,6,No,0
117480,60,2,Ph.D/Doctorate,Chennai,Human Resources,Senior Engineer ,Male,3,No,0
117483,27,2,MBA/PGDM,Ahmedabad,Business Development,Engineer  ,Male,4,No,0
117485,26,2,M.Tech/M.E.,Hyderabad,Accounting,Engineer  ,Male,6,Yes,1
117492,25,2,Ph.D/Doctorate,Bangalore,Training,Engineer ,Male,6,Yes,1
117534,42,2,Other degrees,Bangalore,Sales,Technical Manager ,Male,3,Yes,1
117568,27,2,Other degrees,Kolkata,Sales,Engineer  ,Male,9,No,0
117570,28,2,M.Tech/M.E.,Mumbai,Accounting,Engineer ,Male,6,No,0
117573,52,2,MBA/PGDM,Kolkata,Sales,Engineer  ,Female,1,No,0
117614,51,2,MBA/PGDM,Bangalore,Business Development,Project Leader ,Female,4,No,0
117615,32,2,M.Tech/M.E.,Ahmedabad,Legal,Engineer  ,Male,7,Yes,1
117621,63,2,Ph.D/Doctorate,Hyderabad,Human Resources,Engineer ,Male,3,No,0
117656,26,1,Other degrees,Ahmedabad,Training,Engineer ,Male,2,Yes,1
117659,27,2,M.Tech/M.E.,Ahmedabad,Training,Engineer  ,Male,1,No,0
117661,37,2,Other degrees,Bangalore,Accounting,Senior Engineer ,Male,1,No,0
117662,29,2,B.Tech/B.E.,Kolkata,Sales,Engineer ,Male,3,Yes,1
117664,30,1,Ph.D/Doctorate,Ahmedabad,Support,Engineer ,Male,6,Yes,1
117693,28,2,Ph.D/Doctorate,Bangalore,Services,Engineer ,Male,1,Yes,1
117698,31,2,B.Tech/B.E.,Delhi,Sales,Engineer ,Male,1,No,0
117725,24,2,B.Tech/B.E.,Chennai,Training,Engineer ,Female,5,No,0
117726,25,2,M.Tech/M.E.,Bangalore,Sales,Engineer  ,Male,4,Yes,1
117728,28,2,M.Tech/M.E.,Kolkata,Accounting,Lead Engineer ,Male,2,No,0
117733,29,2,B.Tech/B.E.,Chennai,Support,Senior Engineer ,Male,6,No,0
117735,32,2,MBA/PGDM,Bangalore,Research and Development,Engineer  ,Male,2,Yes,1
117738,37,2,B.Tech/B.E.,Mumbai,Research and Development,Senior Associate - -,Female,4,No,0
117739,25,2,Ph.D/Doctorate,Chennai,Human Resources,Engineer  ,Male,4,No,0
117740,60,2,Other degrees,Hyderabad,Legal,Senior Lead Engineer  ,Male,5,No,0
117743,44,2,B.Tech/B.E.,Chennai,Human Resources,Principal Engineer ,Male,1,No,0
117765,58,2,Ph.D/Doctorate,Bangalore,Support,Lead Engineer ,Male,0,No,0
117773,25,2,Ph.D/Doctorate,Mumbai,Human Resources,Engineer ,Male,1,Yes,1
117774,31,1,M.Tech/M.E.,Kolkata,Human Resources,Engineer ,Male,4,Yes,1
117776,29,2,Other degrees,Mumbai,Sales,Senior Associate - -,Male,3,No,0
117778,46,2,M.Tech/M.E.,Bangalore,Business Development,Senior Engineer  ,Female,4,No,0
117780,31,2,MBA/PGDM,Kolkata,Business Development,Engineer  ,Female,3,No,0
117795,48,2,B.Tech/B.E.,Ahmedabad,Research and Development,Project Manager ,Female,5,No,0
117804,52,2,Other degrees,Hyderabad,Human Resources,Engineer ,Male,6,No,0
117805,24,2,Ph.D/Doctorate,Hyderabad,Human Resources,Senior Engineer  ,Female,4,No,0
117807,41,1,Ph.D/Doctorate,Hyderabad,Sales,Lead Engineer  ,Female,2,Yes,1
117808,53,2,Ph.D/Doctorate,Ahmedabad,Human Resources,Senior Lead Engineer ,Male,3,No,0
117809,61,2,MBA/PGDM,Mumbai,Business Development,Senior Lead Engineer  ,Male,4,No,0
117812,26,2,B.Tech/B.E.,Mumbai,Human Resources,Engineer ,Male,1,No,0
117830,26,2,MBA/PGDM,Kolkata,Human Resources,Engineer  ,Male,4,No,0
117831,29,2,M.Tech/M.E.,Chennai,Engineering,Engineer  ,Male,3,No,0
117833,30,2,MBA/PGDM,Delhi,Research and Development,Senior Lead Engineer  ,Male,1,No,0
117837,25,2,Other degrees,Ahmedabad,Human Resources,Engineer ,Male,5,No,0
117840,33,2,Ph.D/Doctorate,Delhi,Support,Lead Engineer ,Male,3,No,0
117841,33,2,B.Tech/B.E.,Bangalore,Engineering,Engineer  ,Male,3,No,0
117844,46,2,Ph.D/Doctorate,Bangalore,Business Development,Senior Associate - -,Female,3,No,0
117877,28,1,Other degrees,Hyderabad,Human Resources,Senior Engineer ,Male,4,Yes,1
117880,30,2,Ph.D/Doctorate,Bangalore,Sales,Engineer ,Male,2,No,0
117885,25,2,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,2,No,0
117892,51,2,M.Tech/M.E.,Ahmedabad,Human Resources,Project Leader ,Female,5,Yes,1
117935,35,2,MBA/PGDM,Hyderabad,Sales,Senior Engineer ,Male,2,No,0
117936,52,2,B.Tech/B.E.,Delhi,Sales,Senior Lead Engineer ,Male,3,No,0
117937,63,2,Other degrees,Chennai,Business Development,Lead Engineer  ,Male,6,No,0
117940,24,2,MBA/PGDM,Ahmedabad,Human Resources,Engineer ,Male,4,No,0
117945,60,2,MBA/PGDM,Kolkata,Research and Development,Chief Marketing Officer,Male,1,Yes,1
117994,51,2,Ph.D/Doctorate,Hyderabad,Marketing,Senior Lead Engineer ,Male,3,No,0
118021,29,2,MBA/PGDM,Kolkata,Training,Senior Associate - ,Male,6,No,0
118023,55,2,B.Tech/B.E.,Chennai,Human Resources,Lead Engineer ,Male,7,No,0
118024,25,2,MBA/PGDM,Kolkata,Human Resources,Senior Engineer ,Female,4,No,0
118028,25,2,Other degrees,Bangalore,Engineering,Engineer  ,Male,5,Yes,1
118049,25,0,B.Tech/B.E.,Bangalore,Engineering,Engineer ,Male,6,No,0
118068,66,2,Ph.D/Doctorate,Delhi,Business Development,Technical Manager ,Male,4,No,0
118072,51,2,Ph.D/Doctorate,Chennai,Services,Program Manager ,Female,1,No,0
118073,51,2,B.Tech/B.E.,Bangalore,Human Resources,Senior Lead Engineer ,Male,2,No,0
118113,40,2,Other degrees,Hyderabad,Engineering,Senior Engineer  ,Male,2,No,0
118126,30,2,Ph.D/Doctorate,Chennai,Legal,Engineer  ,Male,4,No,0
118150,42,1,B.Tech/B.E.,Delhi,Product Management,Project Manager ,Male,7,Yes,1
118185,25,2,Other degrees,Bangalore,Legal,Engineer  ,Male,5,No,0
118196,24,2,MBA/PGDM,Kolkata,Training,Engineer  ,Male,4,Yes,1
118197,64,2,Other degrees,Bangalore,Human Resources,Senior Lead Engineer  ,Male,3,No,0
118198,25,2,B.Tech/B.E.,Hyderabad,Legal,Engineer  ,Male,2,Yes,1
118199,28,2,B.Tech/B.E.,Bangalore,Marketing,Engineer  ,Male,2,No,0
118201,25,2,B.Tech/B.E.,Hyderabad,Sales,Engineer ,Male,1,No,0
118210,27,2,MBA/PGDM,Bangalore,Sales,Engineer ,Male,5,No,0
118213,33,2,MBA/PGDM,Delhi,Sales,Engineer  ,Male,3,No,0
118214,35,2,Ph.D/Doctorate,Bangalore,Support,Deputy Manager ,Male,0,No,0
118231,26,2,MBA/PGDM,Bangalore,Training,Engineer ,Male,5,No,0
118233,46,2,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer ,Female,9,No,0
118236,52,2,MBA/PGDM,Hyderabad,Sales,Project Leader ,Male,4,No,0
118293,29,2,M.Tech/M.E.,Hyderabad,Human Resources,Senior Engineer  ,Male,2,No,0
118333,61,1,Other degrees,Ahmedabad,Sales,Senior Engineer ,Male,3,Yes,1
118336,28,2,Other degrees,Hyderabad,Human Resources,Engineer ,Male,3,No,0
118337,26,2,MBA/PGDM,Kolkata,Research and Development,Senior Engineer  ,Male,1,No,0
118345,31,2,Other degrees,Delhi,Sales,Senior Associate - ,Male,4,No,0
118346,63,2,Ph.D/Doctorate,Ahmedabad,Human Resources,Senior Lead Engineer ,Male,0,No,0
118347,27,2,B.Tech/B.E.,Kolkata,Sales,Senior Associate - -,Male,6,No,0
118351,38,2,MBA/PGDM,Kolkata,Accounting,Senior Director-Sales-,Male,4,No,0
118369,58,2,Ph.D/Doctorate,Hyderabad,Product Management,General Manager ,Female,2,Yes,1
118371,53,2,Other degrees,Bangalore,Human Resources,Lead Engineer ,Male,3,No,0
118372,24,2,M.Tech/M.E.,Ahmedabad,Research and Development,Engineer ,Male,1,No,0
118374,26,2,Ph.D/Doctorate,Chennai,Legal,Engineer  ,Male,7,No,0
118375,25,2,MBA/PGDM,Mumbai,Support,Engineer ,Male,3,No,0
118376,37,2,M.Tech/M.E.,Chennai,Human Resources,Senior Lead Engineer ,Male,2,No,0
118377,27,2,B.Tech/B.E.,Hyderabad,Human Resources,Engineer ,Male,1,No,0
118392,61,1,Ph.D/Doctorate,Mumbai,Human Resources,Project Leader ,Male,0,Yes,1
118393,28,2,Other degrees,Bangalore,Training,Engineer  ,Male,1,No,0
118405,33,2,Ph.D/Doctorate,Hyderabad,Human Resources,Engineer  ,Female,2,No,0
118421,52,2,M.Tech/M.E.,Ahmedabad,Sales,Engineer ,Male,7,No,0
118422,30,1,M.Tech/M.E.,Chennai,Human Resources,Project Leader ,Male,3,Yes,1
118433,28,2,B.Tech/B.E.,Ahmedabad,Services,Senior Engineer ,Male,0,No,0
118434,28,2,MBA/PGDM,Ahmedabad,Support,Engineer ,Male,5,No,0
118435,24,2,MBA/PGDM,Hyderabad,Services,Engineer  ,Male,3,No,0
118457,52,2,Other degrees,Chennai,Human Resources,Senior Lead Engineer ,Male,5,No,0
118460,24,2,Other degrees,Delhi,Support,Engineer  ,Female,4,No,0
118461,37,2,B.Tech/B.E.,Delhi,Services,Project Manager ,Female,5,No,0
118462,25,2,Other degrees,Bangalore,Services,Senior Engineer ,Male,5,Yes,1
118476,66,1,Other degrees,Ahmedabad,Legal,Senior Engineer  ,Male,2,Yes,1
118484,58,1,M.Tech/M.E.,Bangalore,Accounting,Lead Engineer  ,Male,3,Yes,1
118494,32,4,Ph.D/Doctorate,Kolkata,Sales,Senior Engineer ,Male,4,No,0
118499,27,2,Ph.D/Doctorate,Hyderabad,Services,Engineer  ,Male,2,No,0
118507,72,2,M.Tech/M.E.,Chennai,Human Resources,Senior Lead Engineer ,Male,5,No,0
118581,61,1,M.Tech/M.E.,Chennai,Accounting,Lead Engineer  ,Male,2,Yes,1
118583,39,2,MBA/PGDM,Hyderabad,Engineering,Associate Engineer  ,Male,5,No,0
118586,27,2,Ph.D/Doctorate,Hyderabad,Legal,Engineer  ,Male,3,No,0
118599,54,1,Other degrees,Kolkata,Human Resources,Senior Engineer  ,Female,5,Yes,1
118604,51,2,Ph.D/Doctorate,Delhi,Research and Development,Senior Director,Male,5,No,0
118621,42,2,MBA/PGDM,Bangalore,Training,Project Manager ,Male,2,No,0
118641,25,2,M.Tech/M.E.,Bangalore,Human Resources,Engineer  ,Female,5,No,0
118663,31,2,MBA/PGDM,Ahmedabad,Human Resources,Engineer  ,Female,2,No,0
118664,26,2,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer  ,Male,2,No,0
118717,24,2,MBA/PGDM,Hyderabad,Human Resources,Program Manager ,Female,5,No,0
118739,25,2,B.Tech/B.E.,Bangalore,Human Resources,Engineer  ,Male,2,No,0
118740,32,2,Other degrees,Hyderabad,Human Resources,Senior Engineer  ,Male,5,No,0
118743,35,1,Ph.D/Doctorate,Chennai,Services,Engineer  ,Female,4,Yes,1
118744,61,2,MBA/PGDM,Delhi,Human Resources,Senior Lead Engineer ,Male,5,No,0
118746,28,2,M.Tech/M.E.,Kolkata,Sales,Senior Associate - -,Male,2,No,0
118758,35,1,MBA/PGDM,Hyderabad,Research and Development,Associate Engineer  ,Female,4,Yes,1
118760,24,2,Other degrees,Kolkata,Legal,Senior Engineer  ,Male,1,No,0
118802,24,2,M.Tech/M.E.,Kolkata,Legal,Engineer  ,Male,4,No,0
118816,46,2,MBA/PGDM,Ahmedabad,Human Resources,Lead Engineer ,Male,3,No,0
118823,58,2,B.Tech/B.E.,Chennai,Human Resources,Senior Lead Engineer ,Male,5,No,0
118826,31,2,M.Tech/M.E.,Chennai,Training,Engineer ,Male,5,No,0
118829,48,2,Other degrees,Ahmedabad,Services,Lead Engineer ,Male,3,No,0
118830,25,1,M.Tech/M.E.,Bangalore,Sales,Engineer ,Male,2,Yes,1
118831,26,2,M.Tech/M.E.,Hyderabad,Sales,Engineer ,Male,2,No,0
118835,47,2,Other degrees,Hyderabad,Support,Lead Associate ,Female,3,No,0
118840,50,2,B.Tech/B.E.,Chennai,Training,Senior Engineer ,Female,2,No,0
118844,25,1,M.Tech/M.E.,Ahmedabad,Training,Engineer ,Female,6,Yes,1
118851,28,2,Ph.D/Doctorate,Bangalore,Engineering,Engineer  ,Male,3,No,0
118861,32,2,Ph.D/Doctorate,Bangalore,Training,Senior Engineer ,Female,5,No,0
118929,70,2,Other degrees,Ahmedabad,Human Resources,Lead Engineer ,Male,2,No,0
118930,34,2,Ph.D/Doctorate,Delhi,Training,Project Leader ,Male,2,No,0
118937,31,1,Other degrees,Hyderabad,Human Resources,Engineer ,Male,5,Yes,1
118943,39,1,B.Tech/B.E.,Bangalore,Accounting,Project Manager ,Male,5,No,0
118952,49,2,M.Tech/M.E.,Hyderabad,Marketing,Project Manager ,Male,4,No,0
118967,37,2,B.Tech/B.E.,Kolkata,Business Development,Technical Lead ,Male,4,No,0
118978,25,1,MBA/PGDM,Bangalore,Marketing,Engineer  ,Male,1,Yes,1
118990,29,2,Other degrees,Delhi,Engineering,Senior Engineer  ,Female,3,No,0
118991,31,2,B.Tech/B.E.,Hyderabad,Sales,Associate Engineer  ,Female,3,No,0
119000,27,1,Ph.D/Doctorate,Bangalore,Human Resources,Associate Engineer  ,Female,5,Yes,1
119003,32,1,B.Tech/B.E.,Chennai,Services,Lead Engineer ,Male,5,Yes,1
119004,75,2,B.Tech/B.E.,Bangalore,Human Resources,Lead Engineer ,Male,4,No,0
119006,34,1,M.Tech/M.E.,Bangalore,Training,Senior Engineer ,Female,5,Yes,1
119008,25,1,Ph.D/Doctorate,Hyderabad,Engineering,Engineer  ,Male,4,Yes,1
119025,24,2,Ph.D/Doctorate,Kolkata,Engineering,Senior Engineer  ,Male,6,No,0
119026,57,2,M.Tech/M.E.,Chennai,Support,Technical Manager ,Male,3,No,0
119027,31,2,B.Tech/B.E.,Bangalore,Business Development,Senior Engineer  ,Male,2,No,0
119044,25,1,B.Tech/B.E.,Hyderabad,Services,Engineer  ,Male,2,Yes,1
119045,27,1,MBA/PGDM,Hyderabad,Marketing,Engineer ,Male,1,Yes,1
119047,24,2,B.Tech/B.E.,Chennai,Services,Engineer  ,Male,2,No,0
119049,26,2,MBA/PGDM,Hyderabad,Engineering,Engineer  ,Male,5,No,0
119056,36,0,Ph.D/Doctorate,Delhi,Services,Project Leader ,Male,2,No,0
119059,46,2,B.Tech/B.E.,Kolkata,Accounting,Senior Manager ,Male,1,No,0
119069,31,4,Other degrees,Delhi,Engineering,Project Leader ,Female,2,No,0
119070,34,2,Ph.D/Doctorate,Chennai,Human Resources,Associate Engineer ,Male,2,No,0
119077,36,2,M.Tech/M.E.,Chennai,Services,Senior Lead Engineer ,Male,4,No,0
119083,62,1,Other degrees,Kolkata,Human Resources,Lead Engineer ,Male,4,Yes,1
119084,49,1,B.Tech/B.E.,Kolkata,Legal,Lead Engineer ,Male,4,Yes,1
119085,47,2,M.Tech/M.E.,Hyderabad,Research and Development,Senior Lead Engineer ,Female,1,No,0
119146,31,2,Ph.D/Doctorate,Hyderabad,Research and Development,Deputy Manager ,Female,4,No,0
119152,24,1,Ph.D/Doctorate,Hyderabad,Training,Engineer ,Male,5,Yes,1
119153,44,1,Ph.D/Doctorate,Delhi,Training,Senior Engineer ,Male,3,Yes,1
119154,31,1,M.Tech/M.E.,Hyderabad,Support,Senior Engineer ,Male,2,Yes,1
119190,43,1,Ph.D/Doctorate,Hyderabad,Training,Lead Engineer ,Female,4,No,0
119210,35,1,Other degrees,Bangalore,Sales,Engineer  ,Female,2,Yes,1
119211,58,1,Ph.D/Doctorate,Bangalore,Sales,Engineer  ,Male,5,No,0
119212,26,1,B.Tech/B.E.,Hyderabad,Sales,Engineer  ,Male,5,No,0
119224,38,1,Ph.D/Doctorate,Bangalore,Research and Development,Engineer ,Male,3,No,0
119272,32,1,Ph.D/Doctorate,Delhi,Services,Lead Engineer  ,Male,4,No,0
119288,31,1,Ph.D/Doctorate,Chennai,Support,Engineer ,Male,2,Yes,1
119289,29,1,M.Tech/M.E.,Hyderabad,Marketing,Engineer ,Female,5,Yes,1
119293,24,1,B.Tech/B.E.,Ahmedabad,Sales,Engineer  ,Male,3,Yes,1
119307,58,1,Other degrees,Mumbai,Human Resources,Project Manager ,Female,4,No,0
119320,26,1,Ph.D/Doctorate,Bangalore,Marketing,Engineer ,Female,2,No,0
119328,64,1,Ph.D/Doctorate,Ahmedabad,Legal,Senior Lead Engineer  ,Male,2,No,0
119332,36,1,Ph.D/Doctorate,Hyderabad,Human Resources,Senior Engineer ,Male,3,No,0
119335,26,1,MBA/PGDM,Delhi,Marketing,Engineer ,Male,3,No,0
119336,63,1,Ph.D/Doctorate,Ahmedabad,Sales,Engineer  ,Female,4,Yes,1
119337,48,1,MBA/PGDM,Hyderabad,Sales,Engineer  ,Female,2,No,0
119340,53,1,Other degrees,Kolkata,Accounting,Vice President ,Male,3,No,0
119373,65,1,B.Tech/B.E.,Kolkata,Services,Senior Engineer ,Male,3,Yes,1
119377,35,1,Other degrees,Hyderabad,Human Resources,Senior Engineer ,Female,3,Yes,1
119380,30,1,Other degrees,Ahmedabad,Marketing,Senior Engineer ,Male,5,Yes,1
119381,27,1,Other degrees,Delhi,Sales,Senior Engineer ,Male,4,Yes,1
119383,47,1,Ph.D/Doctorate,Ahmedabad,Sales,Engineer ,Female,3,No,0
119385,50,1,MBA/PGDM,Delhi,Human Resources,Senior Engineer ,Male,2,No,0
119386,57,1,Other degrees,Chennai,Human Resources,Lead Engineer ,Female,5,Yes,1
119409,52,1,B.Tech/B.E.,Chennai,Research and Development,Lead Engineer ,Male,2,No,0
119413,25,1,Ph.D/Doctorate,Kolkata,Support,Engineer ,Male,3,No,0
119414,55,1,Other degrees,Kolkata,Support,Technical Lead ,Male,2,No,0
119416,43,1,MBA/PGDM,Chennai,Services,Lead Engineer ,Male,2,Yes,1
119452,56,1,Ph.D/Doctorate,Bangalore,Human Resources,Senior Engineer ,Male,3,No,0
119454,25,1,Other degrees,Kolkata,Engineering,Senior Engineer  ,Female,3,Yes,1
119456,51,1,Other degrees,Hyderabad,Services,Senior Engineer ,Male,4,No,0
119457,56,1,MBA/PGDM,Ahmedabad,Human Resources,Project Manager ,Male,2,Yes,1
119460,53,1,MBA/PGDM,Hyderabad,Human Resources,Project Leader ,Male,4,Yes,1
119463,47,1,Ph.D/Doctorate,Kolkata,Training,Lead Engineer ,Male,2,No,0
119564,56,1,B.Tech/B.E.,Delhi,Research and Development,Senior Lead Engineer ,Male,5,Yes,1
119566,27,1,Ph.D/Doctorate,Chennai,Services,Senior Engineer ,Male,3,Yes,1
119576,44,1,B.Tech/B.E.,Delhi,Business Development,Senior Engineer  ,Male,5,No,0
119630,48,1,MBA/PGDM,Chennai,Research and Development,General Manager ,Male,4,No,0
119656,58,1,M.Tech/M.E.,Kolkata,Legal,Senior Lead Engineer ,Male,2,Yes,1
119679,63,1,Ph.D/Doctorate,Chennai,Support,Technical Manager ,Male,4,No,0
119712,33,1,Other degrees,Kolkata,Human Resources,Engineer ,Male,5,No,0
119713,38,1,Other degrees,Bangalore,Services,Lead Engineer ,Male,2,No,0
119736,50,1,MBA/PGDM,Delhi,Human Resources,Vice President ,Male,5,No,0
119762,49,1,Ph.D/Doctorate,Ahmedabad,Accounting,Program Manager ,Male,4,No,0
119772,50,1,B.Tech/B.E.,Hyderabad,Human Resources,Senior Engineer ,Female,2,No,0
119774,67,1,B.Tech/B.E.,Mumbai,Human Resources,Senior Lead Engineer  ,Female,3,No,0
119796,59,1,Ph.D/Doctorate,Ahmedabad,Business Development,Lead Engineer ,Female,6,No,0
119797,24,1,B.Tech/B.E.,Hyderabad,Sales,Engineer ,Male,4,No,0
119801,23,1,MBA/PGDM,Delhi,Sales,Engineer ,Male,5,Yes,1
119802,37,1,B.Tech/B.E.,Kolkata,Marketing,Senior Lead Engineer ,Female,9,No,0
119842,42,1,Other degrees,Delhi,Marketing,Program Manager ,Female,5,No,0
119844,53,1,MBA/PGDM,Hyderabad,Sales,Senior Engineer ,Male,2,No,0
119852,23,1,Ph.D/Doctorate,Delhi,Support,Engineer ,Male,4,No,0
119864,25,1,Other degrees,Bangalore,Human Resources,Engineer ,Male,3,No,0
119868,25,1,Other degrees,Bangalore,Sales,Associate Engineer ,Male,3,Yes,1
119871,24,1,MBA/PGDM,Delhi,Support,Associate Engineer  ,Male,5,Yes,1
119874,35,1,MBA/PGDM,Bangalore,Human Resources,Engineer ,Female,3,Yes,1
119881,27,1,M.Tech/M.E.,Bangalore,Sales,Engineer ,Female,4,No,0
119882,60,1,MBA/PGDM,Hyderabad,Services,Senior Engineer ,Male,2,No,0
120278,58,1,M.Tech/M.E.,Hyderabad,Accounting,Senior Engineer ,Male,4,No,0
120300,59,1,B.Tech/B.E.,Chennai,Human Resources,Lead Associate ,Male,5,No,0
120332,57,1,B.Tech/B.E.,Ahmedabad,Business Development,Engineer  ,Female,2,No,0
120361,28,1,M.Tech/M.E.,Chennai,Research and Development,Engineer ,Male,5,No,0
120376,26,1,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer ,Male,3,No,0
120406,55,1,B.Tech/B.E.,Kolkata,Training,Senior Lead Engineer ,Male,2,No,0
120416,57,1,M.Tech/M.E.,Delhi,Training,Project Leader ,Female,5,No,0
120417,24,1,M.Tech/M.E.,Bangalore,Training,Engineer ,Female,4,No,0
120420,32,1,Ph.D/Doctorate,Kolkata,Human Resources,Engineer  ,Male,2,Yes,1
120421,69,1,M.Tech/M.E.,Bangalore,Legal,Senior Lead Engineer  ,Male,2,Yes,1
120428,33,1,Ph.D/Doctorate,Ahmedabad,Support,Specialist ,Female,3,No,0
120448,36,0,M.Tech/M.E.,Hyderabad,Marketing,Project Manager ,Male,3,No,0
120465,40,0,B.Tech/B.E.,Delhi,Sales,Technical Manager ,Male,3,No,0
120470,35,0,Ph.D/Doctorate,Ahmedabad,Product Management,Technical Manager ,Female,2,No,0
120476,36,0,MBA/PGDM,Bangalore,Legal,Principal Engineer ,Male,5,No,0
120490,40,0,Ph.D/Doctorate,Ahmedabad,Training,Program Manager ,Male,3,No,0
120491,39,0,Other degrees,Hyderabad,Support,Technical Manager ,Male,3,No,0
120496,35,0,Other degrees,Mumbai,Accounting,Project Manager ,Male,5,No,0
120497,36,0,B.Tech/B.E.,Hyderabad,Engineering,Project Manager ,Male,3,No,0
120500,42,0,Ph.D/Doctorate,Chennai,Accounting,Sr. Technical Architect - ,Female,5,No,0
120526,34,0,MBA/PGDM,Kolkata,Services,Project Manager ,Male,3,No,0
120528,32,0,Other degrees,Ahmedabad,Accounting,Technical Manager ,Male,3,No,0
120530,34,0,Ph.D/Doctorate,Hyderabad,Business Development,Project Manager ,Male,4,No,0
120539,36,0,M.Tech/M.E.,Mumbai,Human Resources,Sr. Technical Architect - ,Male,4,No,0
120555,33,0,Ph.D/Doctorate,Delhi,Research and Development,Project Leader ,Male,5,No,0
120560,38,0,Other degrees,Chennai,Marketing,Technical Manager ,Female,2,No,0
120561,38,0,M.Tech/M.E.,Hyderabad,Sales,Senior Manager ,Male,5,No,0
120564,33,0,M.Tech/M.E.,Kolkata,Product Management,Technical Manager ,Female,4,No,0
120569,35,0,Other degrees,Chennai,Legal,Project Manager ,Male,8,No,0
120571,36,0,Ph.D/Doctorate,Bangalore,Engineering,Technical Lead ,Male,5,No,0
120572,36,0,M.Tech/M.E.,Hyderabad,Accounting,Project Leader  ,Male,2,No,0
120576,31,0,B.Tech/B.E.,Bangalore,Training,Project Leader ,Male,5,No,0
120579,32,0,B.Tech/B.E.,Ahmedabad,Support,Technical Manager ,Female,4,No,0
120580,31,0,MBA/PGDM,Hyderabad,Research and Development,Technical Lead -,Female,3,No,0
120582,36,0,MBA/PGDM,Kolkata,Sales,Project Manager ,Male,3,No,0
120583,31,0,Ph.D/Doctorate,Hyderabad,Accounting,Project Leader ,Male,4,No,0
120592,33,0,M.Tech/M.E.,Bangalore,Engineering,Technical Lead ,Female,5,No,0
120594,36,0,B.Tech/B.E.,Kolkata,Sales,Project Leader ,Male,2,No,0
120599,35,0,Ph.D/Doctorate,Delhi,Services,Project Manager ,Male,5,Yes,1
120601,32,0,M.Tech/M.E.,Hyderabad,Business Development,Technical Lead ,Male,2,No,0
120602,30,0,B.Tech/B.E.,Ahmedabad,Support,Project Leader ,Male,4,No,0
120604,40,0,Ph.D/Doctorate,Bangalore,Human Resources,Chief Engineer ,Male,4,No,0
120608,32,0,Ph.D/Doctorate,Hyderabad,Accounting,Technical Lead ,Male,3,No,0
120611,30,0,B.Tech/B.E.,Kolkata,Product Management,Project Leader ,Male,2,No,0
120616,31,0,MBA/PGDM,Bangalore,Research and Development,Project Leader ,Male,3,No,0
120620,33,0,B.Tech/B.E.,Chennai,Research and Development,Lead Engineer ,Male,3,Yes,1
120635,47,0,M.Tech/M.E.,Delhi,Sales,Senior Manager ,Female,4,No,0
120638,41,0,M.Tech/M.E.,Delhi,Research and Development,Manager ,Male,5,No,0
120646,31,0,B.Tech/B.E.,Chennai,Support,Lead Engineer ,Male,2,No,0
120652,30,0,Other degrees,Bangalore,Accounting,Project Leader  ,Male,2,No,0
120653,31,0,Other degrees,Delhi,Accounting,Lead Engineer ,Male,4,No,0
120658,37,0,Other degrees,Bangalore,Accounting,Project Leader ,Male,4,No,0
120665,43,0,B.Tech/B.E.,Chennai,Marketing,Centre Manager ,Male,3,No,0
120670,30,0,Other degrees,Chennai,Accounting,Lead Engineer  ,Male,3,No,0
120672,30,0,M.Tech/M.E.,Hyderabad,Business Development,Technical Lead ,Male,2,No,0
120675,30,0,M.Tech/M.E.,Hyderabad,Sales,Project Leader ,Male,4,Yes,1
120679,31,0,M.Tech/M.E.,Kolkata,Product Management,Project Leader ,Male,3,No,0
120688,34,0,MBA/PGDM,Ahmedabad,Legal,Technical Lead ,Male,3,No,0
120702,44,0,Other degrees,Hyderabad,Sales,Senior Manager ,Male,4,No,0
120704,30,0,M.Tech/M.E.,Ahmedabad,Support,Lead Engineer  ,Male,3,No,0
120705,38,0,Other degrees,Bangalore,Human Resources,Technical Manager ,Male,2,No,0
120707,29,0,M.Tech/M.E.,Ahmedabad,Product Management,Lead Engineer  ,Male,2,No,0
120709,32,0,Other degrees,Bangalore,Product Management,Lead Engineer  ,Male,4,No,0
120712,29,0,Ph.D/Doctorate,Bangalore,Accounting,Technical Lead Exempt,Male,2,No,0
120718,30,0,B.Tech/B.E.,Kolkata,Accounting,Lead Engineer  ,Male,4,No,0
120719,29,0,B.Tech/B.E.,Bangalore,Legal,Lead Engineer  ,Male,2,No,0
120728,31,0,M.Tech/M.E.,Kolkata,Accounting,Lead Engineer ,Male,4,No,0
120729,30,0,B.Tech/B.E.,Ahmedabad,Accounting,Lead Engineer ,Male,2,No,0
120732,37,0,Ph.D/Doctorate,Delhi,Accounting,Project Leader ,Male,5,No,0
120733,33,0,Other degrees,Kolkata,Training,Lead Engineer ,Male,3,No,0
120735,30,0,MBA/PGDM,Mumbai,Support,Lead Engineer ,Male,5,Yes,1
120736,35,0,B.Tech/B.E.,Delhi,Engineering,Technical Lead ,Male,5,No,0
120739,32,0,Ph.D/Doctorate,Bangalore,Engineering,Technical Lead ,Male,4,No,0
