age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,AnnualIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,Yes,Travel_Frequently,829,Engineering Software,8,3,Technical Degree,1,2047,1,Male,53,1,2,Engineer ,4,Married,9187,110240,6,Yes,No,22,2,2,40,1,1,3,1,0,0,0,0
25,Yes,Travel_Rarely,571,Embedded Systems & Electronics,10,3,Technical Degree,1,2048,2,Male,53,2,2,Engineer  ,1,Married,9187,110240,3,Yes,Yes,15,1,2,40,2,1,3,2,0,0,0,0
27,Yes,Travel_Frequently,240,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2049,1,Female,53,2,2,Associate Engineer  ,2,Married,9187,110240,7,Yes,Yes,15,2,1,40,0,1,2,1,0,0,0,0
32,Yes,Travel_Rarely,121,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,2050,2,Male,58,1,2,Lead Engineer ,2,Married,10053,120640,3,Yes,No,18,1,1,40,0,1,3,2,0,0,0,0
34,Yes,Travel_Rarely,384,Engineering Software,8,3,Technical Degree,1,2051,1,Female,58,2,2,Senior Engineer ,4,Married,10053,120640,6,Yes,No,24,2,1,40,1,1,1,2,0,0,0,0
25,Yes,Travel_Rarely,921,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,2052,2,Male,54,1,2,Engineer  ,2,Married,9360,112320,4,Yes,No,18,1,2,40,2,1,2,2,0,0,0,0
25,Yes,Travel_Frequently,791,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2053,2,Male,60,1,2,Engineer  ,3,Married,10400,124800,4,Yes,No,24,2,2,40,1,1,2,1,0,0,0,0
27,Yes,Travel_Frequently,1111,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,2054,2,Male,53,2,2,Engineer ,2,Married,9187,110240,2,Yes,No,19,1,2,40,1,1,1,2,0,0,0,0
62,Yes,Travel_Frequently,570,Lifecycle Solutions/Supply Chain Solutions,8,3,Technical Degree,1,2055,2,Male,58,2,2,Lead Engineer ,3,Married,10053,120640,5,Yes,No,25,2,1,40,1,1,4,1,0,0,0,0
49,Yes,Travel_Frequently,1243,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,2056,2,Male,56,2,2,Lead Engineer ,3,Married,9707,116480,7,Yes,Yes,22,2,2,40,2,1,2,1,0,0,0,0
24,Yes,Travel_Frequently,1092,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,2057,1,Male,50,1,2,Engineer ,3,Single,8667,104000,3,Yes,No,20,1,2,40,3,1,4,1,0,0,0,0
44,Yes,Travel_Frequently,1325,Engineering Software,11,3,Technical Degree,1,2058,2,Male,52,1,2,Senior Engineer ,4,Married,9013,108160,4,Yes,No,25,2,1,40,1,1,3,2,0,0,0,0
31,Yes,Travel_Frequently,691,Mechanical Systems/Design & Development,2,3,Technical Degree,1,2059,1,Male,57,1,2,Senior Engineer ,4,Married,9880,118560,1,Yes,No,25,2,1,40,0,1,3,2,0,0,0,0
35,Yes,Travel_Frequently,805,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,2060,1,Female,57,2,2,Engineer  ,1,Married,9880,118560,6,Yes,Yes,17,2,1,40,1,1,1,2,0,0,0,0
31,Yes,Travel_Frequently,213,Mechanical Systems/Manufacturing Engineering,7,3,Technical Degree,1,2061,2,Male,54,2,2,Engineer ,2,Married,9360,112320,6,Yes,No,23,2,2,40,0,1,3,1,0,0,0,0
29,Yes,Travel_Frequently,118,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,2062,1,Female,53,1,2,Engineer ,4,Married,9187,110240,4,Yes,No,14,1,1,40,0,1,3,2,0,0,0,0
24,Yes,Travel_Frequently,202,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2063,2,Male,51,2,2,Engineer  ,4,Single,8840,106080,2,Yes,Yes,17,1,1,40,1,1,3,2,0,0,0,0
63,Yes,Travel_Frequently,676,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2064,1,Female,58,1,2,Engineer  ,1,Married,10053,120640,1,Yes,No,20,2,1,40,1,1,2,2,0,0,0,0
65,Yes,Travel_Frequently,1252,Mechanical Systems/Manufacturing Engineering,23,3,Technical Degree,1,2065,1,Male,55,2,2,Senior Engineer ,2,Married,9533,114400,3,Yes,No,22,2,2,40,1,1,3,2,0,0,0,0
35,Yes,Travel_Frequently,286,Engineering Software,2,3,Technical Degree,1,2066,1,Female,53,2,2,Senior Engineer ,2,Married,9187,110240,2,Yes,Yes,19,1,2,40,0,1,2,1,0,0,0,0
30,Yes,Travel_Frequently,1258,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2067,2,Male,56,2,2,Senior Engineer ,4,Married,9707,116480,7,Yes,Yes,25,1,1,40,0,1,0,2,0,0,0,0
27,Yes,Travel_Rarely,932,Mechanical Systems/Design & Development,1,3,Technical Degree,1,2068,1,Male,51,1,2,Senior Engineer ,1,Married,8840,106080,3,Yes,Yes,16,2,1,40,1,1,4,2,0,0,0,0
57,Yes,Travel_Rarely,890,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,2069,1,Female,58,2,2,Lead Engineer ,4,Married,10053,120640,3,Yes,Yes,18,1,1,40,0,1,3,1,0,0,0,0
43,Yes,Travel_Rarely,1041,Mechanical Systems/Engineering Analysis,13,3,Technical Degree,1,2070,1,Male,52,2,2,Lead Engineer ,2,Married,9013,108160,5,Yes,Yes,16,2,2,40,1,1,2,2,0,0,0,0
25,Yes,Travel_Rarely,859,Lifecycle Solutions/Supply Chain Solutions,4,3,Technical Degree,1,2071,1,Female,50,2,2,Senior Engineer  ,2,Married,8667,104000,3,Yes,Yes,19,1,1,40,1,1,3,1,0,0,0,0
56,Yes,Travel_Frequently,720,Embedded Systems & Electronics,16,3,Technical Degree,1,2072,1,Male,78,1,3,Project Manager ,3,Married,13520,162240,7,Yes,Yes,24,1,1,40,0,1,6,2,0,0,0,0
53,Yes,Travel_Rarely,946,Lifecycle Solutions/Supply Chain Solutions,2,3,Technical Degree,1,2073,1,Male,53,2,2,Project Leader ,2,Married,9187,110240,3,Yes,Yes,19,1,1,40,0,1,4,1,0,0,0,0
56,Yes,Travel_Rarely,252,Mechanical Systems/Engineering Analysis,2,3,Technical Degree,1,2074,1,Male,57,1,2,Senior Lead Engineer ,4,Married,9880,118560,1,Yes,Yes,17,2,2,40,0,1,3,1,0,0,0,0
27,Yes,Travel_Rarely,933,Lifecycle Solutions/Engineering Process Services,29,3,Technical Degree,1,2075,2,Male,54,2,2,Senior Engineer ,3,Married,9360,112320,4,Yes,Yes,20,2,2,40,1,1,3,2,0,0,0,0
58,Yes,Travel_Frequently,471,Lifecycle Solutions/Engineering Process Services,12,3,Technical Degree,1,2076,2,Male,57,2,2,Senior Lead Engineer ,3,Married,9880,118560,6,Yes,Yes,18,2,1,40,1,1,3,2,0,0,0,0
23,Yes,Travel_Frequently,702,Lifecycle Solutions/Engineering Process Services,16,3,Technical Degree,1,2077,1,Male,59,2,2,Engineer ,2,Single,10227,122720,2,Yes,Yes,15,2,1,40,0,1,3,1,0,0,0,0
25,Yes,Travel_Frequently,1184,Lifecycle Solutions/Engineering Process Services,11,3,Technical Degree,1,2078,1,Male,58,2,2,Associate Engineer ,4,Married,10053,120640,5,Yes,No,16,2,1,40,2,1,3,1,0,0,0,0
24,Yes,Travel_Frequently,436,Mechanical Systems/After Market Services,2,3,Technical Degree,1,2079,2,Male,53,2,2,Associate Engineer  ,4,Single,9187,110240,3,Yes,No,22,1,1,40,0,1,3,2,0,0,0,0
35,Yes,Travel_Frequently,589,Mechanical Systems/After Market Services,14,3,Technical Degree,1,2080,2,Female,53,2,2,Engineer ,3,Married,9187,110240,3,Yes,No,20,1,2,40,1,1,3,2,0,0,0,0
32,Yes,Travel_Frequently,269,Lifecycle Solutions/Engineering Analytics,5,3,Technical Degree,1,2081,1,Male,55,2,2,Engineer  ,1,Married,9533,114400,6,Yes,Yes,12,2,1,40,1,1,3,2,0,0,0,0
69,Yes,Travel_Frequently,950,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,2082,1,Male,52,2,2,Senior Lead Engineer  ,4,Married,9013,108160,2,Yes,No,15,1,1,40,0,1,3,2,0,0,0,0
35,Yes,Travel_Frequently,760,Engineering Software,2,3,Technical Degree,1,2083,2,Male,64,1,3,Project Manager ,2,Married,11093,133120,6,Yes,Yes,13,1,2,40,0,0,2,1,0,0,0,0
33,Yes,Travel_Frequently,829,Engineering Software,3,3,Technical Degree,1,2084,2,Male,57,1,2,Lead Engineer ,4,Married,9880,118560,1,Yes,No,24,1,1,40,1,0,1,2,0,0,0,0
30,Yes,Travel_Frequently,887,Engineering Software,5,3,Technical Degree,1,2085,1,Male,57,2,2,Project Leader ,4,Married,9880,118560,7,Yes,Yes,13,1,1,40,1,0,2,1,0,0,0,0
30,Yes,Travel_Frequently,443,Engineering Software,3,3,Technical Degree,1,2086,2,Male,53,2,2,Lead Engineer ,2,Married,9187,110240,6,Yes,No,25,1,2,40,3,0,6,1,0,0,0,0
30,Yes,Travel_Rarely,1318,Engineering Software,26,3,Technical Degree,1,2087,2,Female,51,1,2,Lead Engineer  ,4,Married,8840,106080,4,Yes,No,15,2,2,40,1,0,2,1,0,0,0,0
27,Yes,Travel_Rarely,625,Engineering Software,4,3,Technical Degree,1,2088,2,Female,55,1,2,Senior Engineer ,2,Married,9533,114400,2,Yes,No,12,2,1,40,0,1,2,2,0,0,0,0
25,Yes,Travel_Rarely,180,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2089,1,Male,51,2,2,Engineer  ,1,Married,8840,106080,1,Yes,No,12,2,1,40,0,0,3,1,0,0,0,0
24,Yes,Travel_Rarely,586,Unspecified,1,2,Others,1,2090,1,Female,30,1,1,TRAINEE  ,1,Single,5200,62400,1,Yes,No,13,1,2,40,1,1,5,2,0,0,0,0
28,Yes,Travel_Rarely,1343,Lifecycle Solutions/Engineering Process Services,27,3,Technical Degree,1,2091,1,Male,56,1,2,Engineer ,3,Married,9707,116480,3,Yes,No,25,1,2,40,0,1,3,1,0,0,0,0
51,Yes,Travel_Rarely,928,Engineering Software,1,3,Technical Degree,1,2092,1,Male,51,1,2,Senior Lead Engineer ,4,Married,8840,106080,7,Yes,Yes,19,1,1,40,1,1,1,2,0,0,0,0
28,Yes,Travel_Rarely,117,Lifecycle Solutions/Engineering Process Services,13,3,Technical Degree,1,2093,1,Female,50,1,2,Senior Engineer  ,2,Married,8667,104000,2,Yes,No,16,1,2,40,1,1,3,1,0,0,0,0
40,Yes,Travel_Frequently,1012,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,2094,2,Female,51,2,2,Associate Engineer  ,4,Married,8840,106080,6,Yes,No,24,1,2,40,1,0,3,2,0,0,0,0
29,Yes,Travel_Frequently,661,Mechanical Systems/Design & Development,7,3,Technical Degree,1,2095,2,Male,56,2,2,Associate Engineer ,4,Married,9707,116480,2,Yes,Yes,16,1,1,40,1,1,3,1,0,0,0,0
37,Yes,Travel_Frequently,930,Engineering Software,9,3,Technical Degree,1,2096,1,Male,60,1,2,Engineer ,2,Married,10400,124800,3,Yes,Yes,23,2,1,40,1,1,2,2,0,0,0,0
27,Yes,Travel_Frequently,638,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,2097,2,Male,50,1,2,Engineer  ,3,Married,8667,104000,5,Yes,No,11,2,1,40,1,1,3,2,0,0,0,0
25,Yes,Travel_Frequently,890,Mechanical Systems/After Market Services,25,3,Technical Degree,1,2098,2,Male,50,2,2,Engineer ,3,Married,8667,104000,2,Yes,No,12,2,2,40,0,0,3,1,0,0,0,0
33,Yes,Travel_Frequently,342,Mechanical Systems/After Market Services,16,3,Technical Degree,1,2099,1,Male,58,1,2,Lead Engineer ,2,Married,10053,120640,1,Yes,No,19,2,2,40,2,1,2,1,0,0,0,0
54,Yes,Travel_Frequently,1169,Mechanical Systems/Detail Engineering,8,3,Technical Degree,1,2100,1,Female,56,1,2,Engineer  ,3,Married,9707,116480,6,Yes,No,19,1,1,40,1,0,6,1,0,0,0,0
63,Yes,Travel_Frequently,1230,Lifecycle Solutions/Supply Chain Solutions,1,3,Technical Degree,1,2101,2,Male,50,1,2,Lead Engineer ,4,Married,8667,104000,4,Yes,No,11,1,1,40,2,1,2,1,0,0,0,0
22,Yes,Travel_Rarely,986,Mechanical Systems/Detail Engineering,8,3,Technical Degree,1,2102,1,Male,50,1,2,Engineer  ,1,Single,8667,104000,1,Yes,Yes,24,2,1,40,1,1,2,2,0,0,0,0
23,Yes,Travel_Frequently,1271,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,2103,1,Male,60,1,2,Engineer ,1,Single,10400,124800,3,Yes,Yes,23,2,2,40,0,1,2,1,0,0,0,0
24,Yes,Travel_Frequently,1278,Mechanical Systems/Design & Development,8,3,Technical Degree,1,2104,2,Male,60,1,2,Associate Engineer ,4,Single,10400,124800,1,Yes,No,16,1,2,40,0,1,3,1,0,0,0,0
54,Yes,Travel_Frequently,141,Mechanical Systems/Design & Development,3,3,Technical Degree,1,2105,2,Male,52,2,2,Lead Engineer ,3,Married,9013,108160,2,Yes,Yes,19,2,2,40,0,0,3,2,0,0,0,0
43,Yes,Travel_Frequently,607,Engineering Software,9,3,Technical Degree,1,2106,2,Female,60,2,2,Project Leader ,3,Married,10400,124800,2,Yes,Yes,24,2,1,40,1,1,2,2,0,0,0,0
33,Yes,Travel_Frequently,130,Mechanical Systems/Testing Services,25,3,Technical Degree,1,2107,1,Male,60,2,2,Senior Engineer ,1,Married,10400,124800,2,Yes,Yes,22,1,2,40,1,7,3,1,0,0,0,0
21,Yes,Travel_Frequently,300,Mechanical Systems/Testing Services,1,3,Technical Degree,1,2108,2,Male,59,1,2,Associate Engineer  ,1,Single,10227,122720,2,Yes,No,15,2,2,40,1,0,2,1,0,0,0,0
29,Yes,Travel_Frequently,583,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,2109,1,Male,50,1,2,Senior Engineer  ,4,Married,8667,104000,5,Yes,No,21,2,1,40,0,1,1,2,0,0,0,0
24,Yes,Travel_Frequently,1418,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2110,1,Female,57,2,2,Engineer  ,4,Single,9880,118560,1,Yes,No,17,1,1,40,1,0,2,1,0,0,0,0
60,Yes,Travel_Frequently,1269,Mechanical Systems/Design & Development,4,3,Technical Degree,1,2111,2,Male,53,1,2,Senior Lead Engineer ,2,Married,9187,110240,1,Yes,No,24,1,1,40,0,0,2,1,0,0,0,0
60,Yes,Travel_Frequently,379,Mechanical Systems/Design & Development,5,3,Technical Degree,1,2112,1,Male,58,2,2,Senior Lead Engineer ,3,Married,10053,120640,1,Yes,No,17,1,2,40,1,0,3,1,0,0,0,0
27,Yes,Travel_Rarely,395,Mechanical Systems/Design & Development,9,3,Technical Degree,1,2113,2,Male,56,2,2,Engineer ,4,Married,9707,116480,7,Yes,No,19,2,2,40,1,1,3,1,0,0,0,0
39,Yes,Travel_Rarely,1265,Mechanical Systems/Manufacturing Engineering,3,3,Technical Degree,1,2114,2,Male,56,2,2,Senior Lead Engineer ,1,Married,9707,116480,1,Yes,Yes,23,2,2,40,1,0,1,2,0,0,0,0
24,Yes,Travel_Rarely,1222,Mechanical Systems/After Market Services,11,3,Technical Degree,1,2115,2,Male,57,1,2,Engineer ,1,Single,9880,118560,2,Yes,Yes,12,1,1,40,1,1,2,2,0,0,0,0
60,Yes,Travel_Rarely,341,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2116,2,Male,53,2,2,Senior Engineer  ,2,Married,9187,110240,6,Yes,Yes,21,1,1,40,3,1,3,1,0,0,0,0
34,Yes,Travel_Rarely,868,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,2117,2,Male,52,1,2,Engineer  ,4,Married,9013,108160,4,Yes,No,25,1,2,40,1,0,3,1,0,0,0,0
24,Yes,Travel_Rarely,672,Mechanical Systems/Manufacturing Engineering,25,3,Technical Degree,1,2118,1,Female,59,1,2,Associate Engineer ,2,Single,10227,122720,2,Yes,No,23,1,1,40,0,1,2,2,0,0,0,0
61,Yes,Travel_Frequently,1231,Mechanical Systems/Detail Engineering,21,3,Technical Degree,1,2119,2,Male,60,1,2,Senior Engineer  ,3,Married,10400,124800,4,Yes,No,11,1,1,40,1,1,3,2,0,0,0,0
62,Yes,Travel_Frequently,102,Lifecycle Solutions/Engineering Process Services,23,3,Technical Degree,1,2120,2,Male,57,2,2,Senior Lead Engineer ,1,Married,9880,118560,5,Yes,No,21,1,1,40,0,0,0,2,0,0,0,0
55,Yes,Travel_Frequently,422,Embedded Systems & Electronics,1,3,Technical Degree,1,2121,2,Male,60,1,2,Project Leader ,1,Married,10400,124800,7,Yes,No,21,2,2,40,1,0,2,1,0,0,0,0
23,Yes,Travel_Frequently,249,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2122,1,Male,54,2,2,Engineer  ,1,Single,9360,112320,1,Yes,Yes,11,2,2,40,1,1,2,1,0,0,0,0
23,Yes,Travel_Frequently,1252,Lifecycle Solutions/Engineering Process Services,19,3,Technical Degree,1,2123,2,Male,52,2,2,Senior Engineer  ,1,Single,9013,108160,1,Yes,Yes,19,2,2,40,0,1,2,2,0,0,0,0
47,Yes,Travel_Frequently,881,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2124,2,Female,59,2,2,Lead Engineer ,1,Married,10227,122720,6,Yes,No,25,1,1,40,1,0,3,2,0,0,0,0
26,Yes,Travel_Frequently,1383,Unspecified,2,2,Others,1,2125,1,Female,60,2,2,Project Leader ,2,Married,10400,124800,5,Yes,No,20,2,1,40,2,1,2,2,0,0,0,0
31,Yes,Travel_Frequently,1075,Mechanical Systems/Design & Development,3,3,Technical Degree,1,2126,2,Male,56,2,2,Engineer ,3,Married,9707,116480,1,Yes,Yes,18,2,2,40,1,0,4,1,0,0,0,0
40,Yes,Travel_Frequently,374,Lifecycle Solutions/Engineering Process Services,25,3,Technical Degree,1,2127,2,Female,60,1,2,Associate Engineer  ,2,Married,10400,124800,7,Yes,Yes,17,1,2,40,0,1,2,2,0,0,0,0
25,Yes,Travel_Frequently,1086,Mechanical Systems/Engineering Analysis,7,3,Technical Degree,1,2128,2,Male,56,1,2,Engineer ,3,Married,9707,116480,6,Yes,No,17,2,1,40,3,1,5,2,0,0,0,0
29,Yes,Travel_Frequently,661,Embedded Systems & Electronics,9,3,Technical Degree,1,2129,1,Male,60,2,2,Lead Engineer ,3,Married,10400,124800,4,Yes,Yes,14,2,1,40,0,0,0,2,0,0,0,0
28,Yes,Travel_Frequently,821,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,2130,2,Male,55,1,2,Engineer ,1,Married,9533,114400,2,Yes,No,20,1,2,40,0,1,3,1,0,0,0,0
25,Yes,Travel_Frequently,781,Lifecycle Solutions/Engineering Analytics,2,3,Technical Degree,1,2131,2,Male,55,2,2,Associate Engineer  ,3,Married,9533,114400,2,Yes,Yes,21,2,1,40,1,1,3,2,0,0,0,0
46,Yes,Travel_Frequently,177,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,2132,1,Male,69,1,3,Project Manager ,1,Married,11960,143520,3,Yes,No,19,1,1,40,1,0,2,2,0,0,0,0
60,Yes,Travel_Frequently,500,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,2133,2,Male,98,2,3,Senior Associate - -,3,Married,16987,203840,5,Yes,No,16,2,2,40,0,1,3,2,0,0,0,0
23,Yes,Travel_Frequently,1427,Mechanical Systems/After Market Services,18,3,Technical Degree,1,2134,2,Male,54,1,2,Associate Engineer ,4,Single,9360,112320,3,Yes,No,14,1,1,40,0,0,3,1,0,0,0,0
27,Yes,Travel_Frequently,1425,Lifecycle Solutions/Engineering Process Services,14,3,Technical Degree,1,2135,2,Male,50,2,2,Engineer  ,3,Married,8667,104000,5,Yes,Yes,21,1,2,40,1,1,2,1,0,0,0,0
23,Yes,Travel_Frequently,1454,Mechanical Systems/Manufacturing Engineering,2,3,Technical Degree,1,2136,1,Male,55,2,2,Engineer  ,4,Single,9533,114400,2,Yes,Yes,20,1,2,40,0,1,3,1,0,0,0,0
30,Yes,Travel_Frequently,617,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,2137,2,Male,59,1,2,Senior Engineer ,1,Married,10227,122720,7,Yes,Yes,11,2,2,40,1,5,3,2,0,0,0,0
22,Yes,Travel_Frequently,1085,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,2138,2,Male,52,2,2,Engineer  ,3,Single,9013,108160,1,Yes,Yes,12,2,1,40,1,0,1,2,0,0,0,0
31,Yes,Travel_Frequently,995,Lifecycle Solutions/Engineering Analytics,9,3,Technical Degree,1,2139,2,Male,60,2,2,Associate Engineer  ,1,Married,10400,124800,1,Yes,No,20,2,2,40,1,0,2,1,0,0,0,0
22,Yes,Travel_Frequently,1122,Mechanical Systems/Testing Services,6,3,Technical Degree,1,2140,2,Female,55,2,2,Engineer  ,3,Single,9533,114400,2,Yes,Yes,20,2,2,40,0,0,2,2,0,0,0,0
64,Yes,Travel_Frequently,618,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,2141,1,Male,52,1,2,Technical Lead ,4,Married,9013,108160,4,Yes,No,24,1,1,40,0,0,2,2,0,0,0,0
30,Yes,Travel_Frequently,546,Unspecified,10,2,Others,1,2142,2,Male,53,1,2,Associate Engineer  ,1,Married,9187,110240,1,Yes,No,21,2,1,40,2,0,3,2,0,0,0,0
34,Yes,Travel_Frequently,462,Mechanical Systems/Manufacturing Engineering,14,3,Technical Degree,1,2143,1,Male,52,1,2,Senior Lead Engineer  ,4,Married,9013,108160,6,Yes,No,21,2,1,40,0,0,6,2,0,0,0,0
24,Yes,Travel_Frequently,1198,Mechanical Systems/After Market Services,1,3,Technical Degree,1,2144,1,Male,57,2,2,Engineer  ,3,Single,9880,118560,1,Yes,Yes,24,2,2,40,0,1,1,2,0,0,0,0
25,Yes,Travel_Frequently,1272,Lifecycle Solutions/Supply Chain Solutions,5,3,Technical Degree,1,2145,1,Male,59,2,2,Engineer ,2,Married,10227,122720,7,Yes,Yes,21,1,2,40,1,0,3,2,0,0,0,0
34,Yes,Travel_Frequently,154,Mechanical Systems/Engineering Analysis,7,3,Technical Degree,1,2146,2,Male,57,1,2,Project Leader ,1,Married,9880,118560,2,Yes,No,23,2,1,40,0,1,2,1,0,0,0,0
57,Yes,Travel_Frequently,1137,Lifecycle Solutions/Engineering Process Services,21,3,Technical Degree,1,2147,2,Female,58,1,2,Senior Lead Engineer ,1,Married,10053,120640,2,Yes,Yes,23,2,1,40,1,1,2,2,0,0,0,0
25,Yes,Travel_Frequently,527,Mechanical Systems/Detail Engineering,8,3,Technical Degree,1,2148,1,Male,52,2,2,Engineer ,4,Married,9013,108160,6,Yes,No,12,2,1,40,1,1,3,2,0,0,0,0
63,Yes,Travel_Frequently,1469,Lifecycle Solutions/Supply Chain Solutions,20,3,Technical Degree,1,2149,2,Male,50,2,2,Lead Engineer ,1,Married,8667,104000,6,Yes,No,17,2,2,40,2,0,2,1,0,0,0,0
55,Yes,Travel_Frequently,1188,Lifecycle Solutions/Engineering Process Services,20,3,Technical Degree,1,2150,2,Male,58,1,2,Lead Engineer ,2,Married,10053,120640,6,Yes,No,19,2,1,40,1,1,2,1,0,0,0,0
63,Yes,Travel_Frequently,188,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,2151,2,Male,55,1,2,Senior Lead Engineer ,2,Married,9533,114400,6,Yes,No,19,1,1,40,0,1,6,2,0,0,0,0
54,Yes,Travel_Rarely,1333,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2152,2,Male,57,2,2,Lead Engineer ,2,Married,9880,118560,1,Yes,No,21,1,1,40,1,0,3,2,0,0,0,0
36,Yes,Non-Travel,1184,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,2153,2,Male,56,1,2,Lead Engineer ,3,Married,9707,116480,1,Yes,No,24,2,2,40,0,0,3,2,0,0,0,0
35,Yes,Travel_Rarely,867,Lifecycle Solutions/Engineering Process Services,19,3,Technical Degree,1,2154,2,Female,50,1,2,Engineer  ,1,Married,8667,104000,4,Yes,Yes,24,2,1,40,3,0,2,2,0,0,0,0
23,Yes,Travel_Rarely,658,Unspecified,10,2,Others,1,2155,2,Male,59,1,2,Associate Engineer ,2,Single,10227,122720,2,Yes,No,17,2,1,40,1,0,2,2,0,0,0,0
48,Yes,Travel_Frequently,1283,Sales,1,4,Project Management,1,2156,1,Male,91,1,4,Senior Director-Sales-,3,Married,15773,189280,1,Yes,No,16,1,2,40,0,0,2,1,0,0,0,0
23,Yes,Travel_Rarely,263,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,2157,1,Male,58,1,2,Associate Engineer  ,4,Single,10053,120640,1,Yes,Yes,13,2,2,40,0,1,3,1,0,0,0,0
20,Yes,Travel_Rarely,938,Unspecified,2,2,Others,1,2158,1,Male,56,1,2,Associate Engineer  ,4,Single,9707,116480,2,Yes,No,12,1,1,40,0,0,6,1,0,0,0,0
20,Yes,Travel_Rarely,419,Unspecified,21,2,Others,1,2159,2,Female,59,1,2,Associate Engineer  ,2,Single,10227,122720,3,Yes,Yes,15,1,2,40,0,0,3,2,0,0,0,0
20,Yes,Travel_Rarely,129,Unspecified,4,2,Others,1,2160,1,Male,51,2,2,Associate Engineer  ,3,Single,8840,106080,2,Yes,No,18,1,2,40,0,0,2,2,0,0,0,0
20,Yes,Travel_Rarely,616,Unspecified,12,2,Others,1,2161,1,Male,56,2,2,Associate Engineer  ,2,Single,9707,116480,2,Yes,Yes,17,2,1,40,2,0,2,1,0,0,0,0
21,Yes,Travel_Frequently,1469,Unspecified,9,2,Others,1,2162,1,Female,56,1,2,Associate Engineer  ,4,Single,9707,116480,1,Yes,Yes,24,2,1,40,1,0,2,2,0,0,0,0
22,Yes,Travel_Frequently,498,Lifecycle Solutions/Supply Chain Solutions,3,3,Technical Degree,1,2163,2,Male,58,2,2,Engineer ,4,Single,10053,120640,1,Yes,No,11,1,1,40,1,0,2,1,0,0,0,0
23,Yes,Travel_Frequently,530,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,2164,1,Male,53,2,2,Associate Engineer  ,2,Single,9187,110240,2,Yes,Yes,11,2,2,40,1,0,6,2,0,0,0,0
51,Yes,Travel_Frequently,1069,Mechanical Systems/Manufacturing Engineering,1,3,Technical Degree,1,2165,1,Male,60,1,2,Engineer ,1,Married,10400,124800,1,Yes,No,13,1,2,40,0,0,3,1,0,0,0,0
31,Yes,Travel_Frequently,625,Embedded Systems & Electronics,1,3,Technical Degree,1,2166,2,Male,56,2,2,Engineer ,4,Married,9707,116480,3,Yes,No,12,1,2,40,0,0,2,1,0,0,0,0
28,Yes,Travel_Frequently,805,Mechanical Systems/After Market Services,4,3,Technical Degree,1,2167,1,Male,56,2,2,Engineer ,2,Married,9707,116480,6,Yes,No,20,2,2,40,0,0,5,2,0,0,0,0
